Field Comm	Delta	Reporting Unit	Location	Capability	Component	Squadron Type	Mission	Task Number	Task Title	Task Full Name	MET Display Title	MET Analytics Series	MET Analytics Code	MET Analytics Name	MET Analytics Sort	MET Measure Full Name	Measure	Criteria Met	REMARK
Field Comm 3	04	0006 SPACE WARNING SQ 0000	Cape Cod Space Force Station	5SMGA	Active	Force Generation	Core	SFTA 7.4.2.1	Training and Crew Force Management	SFTA 7.4.2.1 - Training and Crew Force Management	Training and Crew Force Management	P	P011	Personnel	1	P011 - Of crew force of mission ready personnel maintained	Of crew force of mission ready personnel maintained	Y	ue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 1	04	0007 SPACE WARNING SQ 0000	Peterson Space Force Base	5SMGA	Active	Force Generation	Core	SFTA 7.4.2.1	Training and Crew Force Management	SFTA 7.4.2.1 - Training and Crew Force Management	Training and Crew Force Management	P	P011	Personnel	1	P011 - Of crew force of mission ready personnel maintained	Of crew force of mission ready personnel maintained	N	apien rhoncus torquent massa quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 2	04	0006 SPACE WARNING SQ 0000	Vandenberg Space Force Base	5SMGA	Active	Force Generation	Core	SFSN 3.4.2.1	Generate, Disseminate, and Report  Missile Warning Sensor Data	SFSN 3.4.2.1 - Generate, Disseminate, and Report  Missile Warning Sensor Data	Generate, Disseminate, and Report  Missile Warning Sensor Data	P	P012	Personnel	1	P012 - Of crew force personnel trained for endurable combat operations and contingency operations	Of crew force personnel trained for endurable combat operations and contingency operations	Y	P012 - rpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 3	04	0007 SPACE WARNING SQ 0000	Buckley Space Force Base	5SMGA	Reserve	Force Generation	Core	SFSN 3.4.2.1	Generate, Disseminate, and Report  Missile Warning Sensor Data	SFSN 3.4.2.1 - Generate, Disseminate, and Report  Missile Warning Sensor Data	Generate, Disseminate, and Report  Missile Warning Sensor Data	P	P012	Personnel	1	P012 - Of crew force personnel trained for endurable combat operations and contingency operations	Of crew force personnel trained for endurable combat operations and contingency operations	Y	amet, consectetuer adipiscing elit. Turpis enim viverra interdum ligula dignissim sollicitudin semper nunc. Sapien rhoncus torquent massa quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 3	04	0007 SPACE WARNING SQ 0000	Cape Cod Space Force Station	5SMGA	Active	Force Generation	Core	SFSN 3.4.3.1	Generate and Disseminate Missile Defense Sensor Data	SFSN 3.4.3.1 - Generate and Disseminate Missile Defense Sensor Data	Generate and Disseminate Missile Defense Sensor Data	P	P012	Personnel	1	P012 - Of crew force personnel trained for endurable combat operations and contingency operations	Of crew force personnel trained for endurable combat operations and contingency operations	Y	P012 - llicitudin semper nunc. Sapien rhoncus torquent massa quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 2	04	0010 SPACE WARNING SQ 0000	Los Angeles Air Force Base	5SMGA	Guard	Force Generation	Core	SFSN 3.4.2.1	Generate, Disseminate, and Report  Missile Warning Sensor Data	SFSN 3.4.2.1 - Generate, Disseminate, and Report  Missile Warning Sensor Data	Generate, Disseminate, and Report  Missile Warning Sensor Data	P	P012	Personnel	1	P012 - Of crew force personnel trained for endurable combat operations and contingency operations	Of crew force personnel trained for endurable combat operations and contingency operations	Y	rhoncus torquent massa quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 3	04	0010 SPACE WARNING SQ 0000	Buckley Space Force Base	5SMGA	Active	Force Generation	Core	SFSN 3.4.3.1	Generate and Disseminate Missile Defense Sensor Data	SFSN 3.4.3.1 - Generate and Disseminate Missile Defense Sensor Data	Generate and Disseminate Missile Defense Sensor Data	P	P012	Personnel	1	P012 - Of crew force personnel trained for endurable combat operations and contingency operations	Of crew force personnel trained for endurable combat operations and contingency operations	Y	rpis enim viverra interdum ligula dignissim sollicitudin semper nunc. Sapien rhoncus torquent massa quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 1	04	0012 SPACE WARNING SQ 0000	Schriever Space Force Base	5SMGA	Active	Force Generation	Core	SFSN 3.4.2.1	Generate, Disseminate, and Report  Missile Warning Sensor Data	SFSN 3.4.2.1 - Generate, Disseminate, and Report  Missile Warning Sensor Data	Generate, Disseminate, and Report  Missile Warning Sensor Data	P	P012	Personnel	1	P012 - Of crew force personnel trained for endurable combat operations and contingency operations	Of crew force personnel trained for endurable combat operations and contingency operations	Y	P012 - . Sapien rhoncus torquent massa quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 1	04	0013 SPACE WARNING SQ 0000	New Boston Space Force Station	5SMGA	Active	Force Generation	Core	SFSN 3.4.2.1	Generate, Disseminate, and Report  Missile Warning Sensor Data	SFSN 3.4.2.1 - Generate, Disseminate, and Report  Missile Warning Sensor Data	Generate, Disseminate, and Report  Missile Warning Sensor Data	P	P012	Personnel	1	P012 - Of crew force personnel trained for endurable combat operations and contingency operations	Of crew force personnel trained for endurable combat operations and contingency operations	Y	P012 - ae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 3	04	0013 SPACE WARNING SQ 0000	Buckley Space Force Base	5SMGA	Active	Force Generation	Core	SFSN 3.4.3.1	Generate and Disseminate Missile Defense Sensor Data	SFSN 3.4.3.1 - Generate and Disseminate Missile Defense Sensor Data	Generate and Disseminate Missile Defense Sensor Data	P	P012	Personnel	1	P012 - Of crew force personnel trained for endurable combat operations and contingency operations	Of crew force personnel trained for endurable combat operations and contingency operations	Y	s enim viverra interdum ligula dignissim sollicitudin semper nunc. Sapien rhoncus torquent massa quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 3	04	0006 SPACE WARNING SQ 0000	Peterson Space Force Base	5SMGA	Active	Force Generation	Core	SFTA 3.5.2.6.2.1	Detect/Track/Identify Space-objects in support of Space-segment Space Domain Awareness	SFTA 3.5.2.6.2.1 - Detect/Track/Identify Space-objects in support of Space-segment Space Domain Awareness	Detect/Track/Identify Space-objects in support of Space-segment Space Domain Awareness	P	P012	Personnel	1	P012 - Of crew force personnel trained for endurable combat operations and contingency operations	Of crew force personnel trained for endurable combat operations and contingency operations	Y	P012 - nim viverra interdum ligula dignissim sollicitudin semper nunc. Sapien rhoncus torquent massa quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 1	04	0007 SPACE WARNING SQ 0000	Cape Cod Space Force Station	5SMGA	Active	Force Generation	Core	SFTA 3.5.2.6.2.1	Detect/Track/Identify Space-objects in support of Space-segment Space Domain Awareness	SFTA 3.5.2.6.2.1 - Detect/Track/Identify Space-objects in support of Space-segment Space Domain Awareness	Detect/Track/Identify Space-objects in support of Space-segment Space Domain Awareness	P	P012	Personnel	1	P012 - Of crew force personnel trained for endurable combat operations and contingency operations	Of crew force personnel trained for endurable combat operations and contingency operations	N	P012 - urpis enim viverra interdum ligula dignissim sollicitudin semper nunc. Sapien rhoncus torquent massa quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
